Battery_ID,Cycle,Voltage_mean,Voltage_min,Voltage_max,Voltage_range,Current_mean,Current_std,Temperature_mean,Temperature_max,Temperature_rise,Cycle_number,SoH,RUL,Reached_EOL
B0018,104,3.45584,2.465169,4.186108,1.720939,-1.775275,0.643959,31.647959,38.699709,15.254041,104,68.39745,0,1
B0018,105,3.448678,2.370892,4.18346,1.812568,-1.774201,0.645172,31.662032,38.874817,15.576579,105,67.8357,0,1
B0018,106,3.474503,2.46188,4.187092,1.725212,-1.819665,0.58655,30.434501,37.363975,14.908549,106,73.02155,0,1
B0018,107,3.474032,2.424707,4.187369,1.762662,-1.809684,0.600288,31.017997,37.882588,14.811994,107,72.505,0,1
B0018,108,3.474404,2.444722,4.187598,1.742876,-1.799329,0.613273,31.394838,38.158981,14.674572,108,71.90705,0,1
B0018,109,3.471767,2.443569,4.187609,1.74404,-1.795942,0.617343,31.245119,38.052432,14.708005,109,71.4184,0,1
B0018,110,3.468531,2.4666,4.186194,1.719594,-1.795602,0.618301,31.053069,37.890964,14.824538,110,70.73935,0,1
B0018,111,3.465121,2.427251,4.186991,1.75974,-1.792954,0.621632,30.885893,37.812036,14.930141,111,70.69445,0,1
B0018,112,3.465288,2.476263,4.185443,1.70918,-1.784474,0.632309,31.053992,37.959195,15.021789,112,69.94665,0,1
B0018,113,3.4618,2.360799,4.186308,1.825509,-1.793581,0.622004,31.49284,38.521043,15.082238,113,69.7666,0,1
B0018,114,3.46326,2.377012,4.187179,1.810167,-1.792065,0.623371,31.938327,38.878688,14.975788,114,69.5023,0,1
B0018,115,3.462839,2.456756,4.185446,1.72869,-1.780954,0.636304,31.745627,38.651189,15.013152,115,69.30135,0,1
B0018,116,3.456915,2.327731,4.193052,1.865321,-1.798985,0.613602,31.310185,38.434235,15.295449,116,69.41075,0,1
B0018,117,3.457469,2.453791,4.186242,1.732451,-1.787323,0.628366,31.12736,38.103876,15.068254,117,68.80915,0,1
B0018,118,3.450219,2.347561,4.186011,1.83845,-1.786167,0.630001,30.985551,38.127428,15.292181,118,68.23585,0,1
B0018,119,3.448673,2.355835,4.186756,1.830921,-1.785,0.630879,30.899653,38.039629,15.356563,119,67.94925,0,1
B0018,120,3.444633,2.37911,4.183155,1.804045,-1.778331,0.63938,30.706124,37.856579,15.50404,120,67.31155,0,1
B0018,121,3.467273,2.444741,4.19199,1.747249,-1.809776,0.599893,30.471222,37.430172,15.062437,121,71.34215,0,1
B0018,122,3.46449,2.431868,4.185629,1.753761,-1.789669,0.625914,30.939222,37.826415,14.919485,122,70.3224,0,1
B0018,123,3.459667,2.344037,4.186834,1.842797,-1.79701,0.616291,31.111641,38.083072,14.965255,123,69.67455,0,1
B0018,124,3.462242,2.456437,4.186613,1.730176,-1.786151,0.629755,31.03791,37.882796,14.838625,124,69.41245,0,1
B0018,125,3.455566,2.395548,4.183907,1.788359,-1.784162,0.632469,30.967951,37.960271,15.126006,125,68.5094,0,1
B0018,126,3.458696,2.453675,4.185339,1.731664,-1.784526,0.632626,30.939962,37.880513,15.031179,126,68.98475,0,1
B0018,127,3.452528,2.306273,4.18528,1.879007,-1.792067,0.623599,31.295019,38.434163,15.254241,127,68.43295,0,1
B0018,128,3.455229,2.347109,4.186282,1.839173,-1.78278,0.63514,31.818465,38.84749,15.128331,128,68.13685,0,1
B0018,129,3.461974,2.488429,4.185356,1.696927,-1.772521,0.647246,32.000672,38.802834,14.753149,129,68.17025,0,1
B0018,130,3.452222,2.399218,4.181407,1.782189,-1.76987,0.649878,31.739922,38.726991,15.164103,130,67.59325,0,1
B0018,131,3.44765,2.278634,4.185252,1.906618,-1.788485,0.627107,31.526136,38.67192,15.270443,131,67.73985,0,1
B0018,132,3.447929,2.365585,4.185763,1.820178,-1.77774,0.640675,31.276245,38.371814,15.248231,132,67.05255,0,1
